"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","1999-12-11","0.00","0.0","0.0","52","32","35"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","1999-12-12","0.00","0.0","0.0","52","32","36"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","1999-12-13","0.09","0.0","0.0","59","36","47"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","1999-12-14","0.02","0.0","0.0","53","34","41"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","1999-12-15","0.00","0.0","0.0","54","34","36"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","1999-12-16","0.00","0.0","0.0","59","34","48"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","1999-12-17","0.00","0.0","0.0","60","36","38"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","1999-12-18","0.00","0.0","0.0","62","36","42"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","1999-12-19","0.00","0.0","0.0","57","37","38"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","1999-12-20","0.00","0.0","0.0","57","37","44"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","1999-12-21","0.00","0.0","0.0","65","37","41"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","1999-12-22","0.00","0.0","0.0","67","37","45"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","1999-12-23","0.00","0.0","0.0","67","33","44"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","1999-12-24","0.00","0.0","0.0","64","38","41"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","1999-12-25","0.00","0.0","0.0","65","38","44"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","1999-12-26","0.00","0.0","0.0","67","41","44"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","1999-12-27","0.00","0.0","0.0","67","33","52"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","1999-12-28","0.00","0.0","0.0","69","34","47"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","1999-12-29","0.00","0.0","0.0","66","33","46"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","1999-12-30","0.00","0.0","0.0","64","33","44"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","1999-12-31","0.00","0.0","0.0","64","40","43"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-01","0.00","0.0","0.0","57","36","42"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-02","0.12","0.0","0.0","51","34","36"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-03","0.00","0.0","0.0","53","31","32"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-04","0.00","0.0","0.0","52","37","40"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-05","0.00","0.0","0.0","58","32","36"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-06","0.00","0.0","0.0","51","32","35"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-07","0.00","0.0","0.0","56","32","40"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-08","0.00","0.0","0.0","57","33","37"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-09","0.00","0.0","0.0","57","34","42"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-10","0.01","0.0","0.0","58","37","38"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-11","0.00","0.0","0.0","62","38","58"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-12","0.05","0.0","0.0","59","41","45"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-13","0.01","0.0","0.0","52","41","41"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-14","0.00","0.0","0.0","64","41","49"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-15","0.24","0.0","0.0","60","47","52"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-16","0.64","0.0","0.0","64","43","45"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-17","0.28","0.0","0.0","50","43","47"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-18","1.30","0.0","0.0","58","39","57"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-19","0.20","0.0","0.0","64","49","51"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-20","0.14","0.0","0.0","63","49","53"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-21","0.30","0.0","0.0","55","38","42"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-22","0.00","0.0","0.0","62","39","44"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-23","0.05","0.0","0.0","58","39","49"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-24","2.17","0.0","0.0","56","46","53"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-25","2.02","0.0","0.0","57","46","51"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-26","0.15","0.0","0.0","56","40","43"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-27","0.00","0.0","0.0","56","40","45"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-28","0.00","0.0","0.0","58","37","40"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-29","0.00","0.0","0.0","58","37","44"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-30","0.67","0.0","0.0","62","41","54"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-01-31","0.67","0.0","0.0","54","41","43"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-02-01","0.01","0.0","0.0","55","42","43"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-02-02","0.00","0.0","0.0","62","42","44"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-02-03","0.00","0.0","0.0","70","42","50"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-02-04","0.40","0.0","0.0","70","49","45"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-02-05","0.02","0.0","0.0","59","43","46"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-02-06","0.00","0.0","0.0","64","43","45"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-02-07","0.00","0.0","0.0","66","43","46"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-02-08","0.00","0.0","0.0","65","42","45"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-02-09","0.00","0.0","0.0","74","47","51"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-02-10","0.34","0.0","0.0","61","47","49"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-02-11","0.53","0.0","0.0","57","39","46"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-02-12","1.50","0.0","0.0","53","37","41"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-02-13","0.94","0.0","0.0","51","39","46"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-02-14","1.41","0.0","0.0","58","39","53"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-02-15","0.55","0.0","0.0","60","39","58"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-02-16","0.34","0.0","0.0","59","40","47"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-02-17","0.39","0.0","0.0","48","40","43"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-02-18","0.00","0.0","0.0","55","39","42"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-02-19","0.00","0.0","0.0","62","39","46"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-02-20","0.00","0.0","0.0","63","44","58"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-02-21","0.88","0.0","0.0","63","40","41"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-02-22","0.02","0.0","0.0","63","41","50"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-02-23","1.31","0.0","0.0","55","40","41"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-02-24","0.02","0.0","0.0","54","33","36"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-02-25","0.00","0.0","0.0","50","34","39"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-02-26","0.00","0.0","0.0","57","37","50"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-02-27","1.18","0.0","0.0","65","47","49"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-02-28","1.27","0.0","0.0","61","41","42"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-02-29","0.16","0.0","0.0","56","42","45"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-01","0.58","0.0","0.0","51","34","38"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-02","0.00","0.0","0.0","58","36","47"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-03","0.03","0.0","0.0","49","37","41"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-04","0.00","0.0","0.0","62","39","45"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-05","0.71","0.0","0.0","61","43","43"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-06","0.43","0.0","0.0","50","39","43"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-07","0.00","0.0","0.0","54","36","38"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-08","0.53","0.0","0.0","54","38","44"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-09","0.16","0.0","0.0","64","40","42"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-10","0.00","0.0","0.0","58","38","41"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-11","0.00","0.0","0.0","64","39","47"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-12","0.00","0.0","0.0","66","43","44"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-13","0.00","0.0","0.0","66","44","46"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-14","0.00","0.0","0.0","70","44","54"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-15","0.00","0.0","0.0","72","47","50"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-16","0.00","0.0","0.0","71","48","54"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-17","0.00","0.0","0.0","68","42","46"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-18","0.00","0.0","0.0","69","44","49"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-19","0.00","0.0","0.0","72","47","53"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-20","0.00","0.0","0.0","66","37","42"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-21","0.00","0.0","0.0","62","40","48"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-22","0.00","0.0","0.0","69","43","50"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-23","0.00","0.0","0.0","72","47","49"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-24","0.00","0.0","0.0","71","46","52"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-25","0.00","0.0","0.0","69","42","47"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-26","0.00","0.0","0.0","71","42","46"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-27","0.00","0.0","0.0","72","45","47"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-28","0.00","0.0","0.0","63","43","48"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-29","0.00","0.0","0.0","62","41","47"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-30","0.00","0.0","0.0","65","43","48"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-03-31","0.00","0.0","0.0","74","47","55"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-04-01","0.00","0.0","0.0","81","46","54"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-04-02","0.00","0.0","0.0","80","51","56"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-04-03","0.00","0.0","0.0","82","53","54"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-04-04","0.00","0.0","0.0","85","54","59"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-04-05","0.00","0.0","0.0","80","47","50"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-04-06","0.00","0.0","0.0","78","47","64"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-04-07","0.00","0.0","0.0","78","45","55"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-04-08","0.00","0.0","0.0","78","47","51"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-04-09","0.00","0.0","0.0","74","40","46"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-04-10","0.00","0.0","0.0","70","44","44"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-04-11","0.00","0.0","0.0","77","52","65"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-04-12","0.00","0.0","0.0","80","53","59"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-04-13","0.25","0.0","0.0","84","53","56"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-04-14","0.46","0.0","0.0","67","44","47"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-04-15","0.00","0.0","0.0","66","45","48"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-04-16","0.00","0.0","0.0","66","46","54"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-04-17","0.48","0.0","0.0","64","48","49"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-04-18","1.35","0.0","0.0","52","39","46"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-04-19","0.06","0.0","0.0","61","41","45"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-04-20","0.00","0.0","0.0","67","43","51"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-04-21","0.00","0.0","0.0","74","50","53"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-04-22","0.00","0.0","0.0","74","43","46"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-04-23","0.00","0.0","0.0","63","38","42"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-04-24","0.00","0.0","0.0","68","39","45"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-04-25","0.00","0.0","0.0","74","45","54"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-04-26","0.00","0.0","0.0","76","49","54"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-04-27","0.00","0.0","0.0","82","52","57"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-04-28","0.00","0.0","0.0","76","42","54"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-04-29","0.00","0.0","0.0","63","40","44"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-04-30","0.00","0.0","0.0","72","42","51"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-01","0.00","0.0","0.0","82","49","53"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-02","0.00","0.0","0.0","82","44","55"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-03","0.00","0.0","0.0","81","54","54"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-04","0.00","0.0","0.0","81","49","52"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-05","0.00","0.0","0.0","79","50","53"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-06","0.00","0.0","0.0","72","45","50"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-07","0.56","0.0","0.0","70","48","53"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-08","0.60","0.0","0.0","62","50","55"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-09","0.00","0.0","0.0","72","48","55"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-10","0.00","0.0","0.0","73","40","46"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-11","0.00","0.0","0.0","62","36","44"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-12","0.00","0.0","0.0","66","42","46"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-13","0.00","0.0","0.0","72","44","56"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-14","0.00","0.0","0.0","77","43","48"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-15","0.21","0.0","0.0","74","51","52"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-16","0.85","0.0","0.0","59","46","47"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-17","0.05","0.0","0.0","60","46","49"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-18","0.00","0.0","0.0","70","48","65"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-19","0.00","0.0","0.0","80","57","70"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-20","0.00","0.0","0.0","87","60","64"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-21","0.00","0.0","0.0","91","61","70"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-22","0.00","0.0","0.0","96","66","68"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-23","0.00","0.0","0.0","96","66","70"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-24","0.00","0.0","0.0","94","66","70"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-25","0.00","0.0","0.0","88","54","61"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-26","0.00","0.0","0.0","80","55","63"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-27","0.00","0.0","0.0","85","56","66"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-28","0.00","0.0","0.0","88","56","66"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-29","0.00","0.0","0.0","91","55","57"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-30","0.00","0.0","0.0","86","49","63"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-05-31","0.00","0.0","0.0","81","52","64"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-06-01","0.00","0.0","0.0","82","55","62"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-06-02","0.00","0.0","0.0","88","59","66"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-06-03","0.00","0.0","0.0","89","55","67"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-06-04","0.00","0.0","0.0","91","56","69"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-06-05","0.00","0.0","0.0","95","47","49"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-06-06","0.00","0.0","0.0","83","51","66"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-06-07","0.00","0.0","0.0","86","52","57"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-06-08","0.28","0.0","0.0","80","53","56"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-06-09","0.17","0.0","0.0","67","47","54"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-06-10","0.00","0.0","0.0","74","49","53"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-06-11","0.00","0.0","0.0","77","51","60"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-06-12","0.00","0.0","0.0","85","57","61"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-06-13","0.00","0.0","0.0","86","55","60"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-06-14","0.00","0.0","0.0","96","72","74"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-06-15","0.00","0.0","0.0","106","67","84"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-06-16","0.00","0.0","0.0","103","67","77"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-06-17","0.00","0.0","0.0","100","66","71"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-06-18","0.00","0.0","0.0","96","60","67"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-06-19","0.00","0.0","0.0","89","60","63"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-06-20","0.00","0.0","0.0","92","66","77"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-06-21","0.00","0.0","0.0","97","71","73"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-06-22","0.00","0.0","0.0","101","71","73"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-06-23","0.00","0.0","0.0","99","66","68"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-06-24","0.00","0.0","0.0","95","65","72"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-06-25","0.00","0.0","0.0","94","66","66"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-06-26","0.00","0.0","0.0","98","71","68"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-06-27","0.00","0.0","0.0","98","72","83"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-06-28","0.00","0.0","0.0","101","80","82"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-06-29","0.00","0.0","0.0","102","73","77"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-06-30","0.00","0.0","0.0","98","67","74"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-07-01","0.00","0.0","0.0","93","59","67"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-07-02","0.00","0.0","0.0","89","61","67"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-07-03","0.00","0.0","0.0","86","54","63"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-07-04","0.00","0.0","0.0","83","56","61"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-07-05","0.00","0.0","0.0","85","60","62"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-07-06","0.00","0.0","0.0","81","53","63"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-07-07","0.00","0.0","0.0","84","54","60"
"USC00046174","NEW MELONES DAM HQ, CA US","38.0047","-120.4863","292.6","2000-07-08","0.00","0.0","0.0","82","50","61"
